273614N	378604X	BC187	DBVPG1106	DBVPG1373	DBVPG6765	L_1374	NCYC361	SK1	UWOPS05_217_3	UWOPS05_227_2	UWOPS83_787_3	UWOPS87_2421	Y12	Y55	YJM975	YJM978	YJM981	YPS128	YPS606	YS2	YS9
Q0142	3.52827250413393	3.41428578785931	3.57408477837826	3.56027135356246	3.79355079126738	4.05493993423746	3.54283724873359	3.7517905013318	4.36043508891118	3.91212121662729	4.09240506820199	3.72381393189693	3.50795906858199	3.57481888737436	4.16260458388913	4.34583798632826	4.3794124349985	3.88146490469561	5.29985098049475	4.74683934510347	4.14676568623604	5.61775165377243
Q0143	3.22129663640239	3.53828192176324	3.39634062503548	2.908207973602	3.85237336307835	3.69483951084077	3.24918858698932	3.13419796661988	3.99920212250673	3.121440585102	3.68050399291327	2.92497902920539	2.7799839699891	3.21903747550894	3.11810146711193	3.22415916961348	3.72198705514644	4.18879553194359	4.86177556020985	4.45571717203523	4.1209610454421	5.00416169477848
Q0144	4.64773502993292	4.73733534904239	4.99106144085954	5.17004140830009	4.37221235536821	4.47887379258555	4.75586849267182	4.64538854242658	6.09471397847613	4.7795565254199	4.69531000702037	4.63130835648568	4.57435898654843	4.44414840406872	4.73362984969538	5.01073221895672	5.40951213476927	4.37027669268211	4.96325453527103	5.4814223177167	5.04764298545589	7.46149043949199
Q0160	3.37358981918625	6.68568748534902	6.89298197093015	3.49458580314929	3.56965429931835	2.89700728239692	3.44123993313304	3.3548440235497	7.04816932618323	3.55530890426113	3.39328578124762	3.70390427709332	6.98740376034882	3.33511785393695	3.23090342300354	3.66066640987855	3.96835091723323	3.67787476655937	3.32286080961114	3.71343797796394	3.47089645521304	4.52854205621609
Q0182	4.63592116794238	4.78236992757108	4.17630820108742	4.82233684392158	5.08198304242155	4.64453186163832	4.76705505838144	4.84974126811465	5.7056626299956	4.50588611163066	4.63934907671874	4.78630005574749	4.67234415005001	4.65217434532877	4.59110728279236	5.01369846146511	5.23832114918162	5.01028844303952	4.81844544607947	5.39896306303435	4.89983995324038	6.94090027887983
Q0250	4.58920840652562	5.45381883523333	4.27349606603747	5.37666323544092	5.43336917538634	4.67423723405702	5.61661798309984	5.55214225696306	4.7664945312282	4.9625777486462	5.1230856182373	5.20922122492233	4.59374940797522	5.28674571561755	4.88505070983094	5.66326658955244	5.58107380332781	5.34832131411535	5.4415383875469	5.29657427832347	4.61917139998667	5.67269648786135
Q0255	3.07813833269187	3.57640921793837	2.86760807993473	3.50713838465346	4.15895453907867	3.36718783152975	3.42871115805046	3.70964124952514	4.09591088231316	3.01309388939323	3.22772086356356	3.47141029005318	3.27557476123943	3.51284581340577	3.75013819004699	4.34532684903549	4.15482511327832	3.36131095752484	3.32184015523067	3.9169150006862	3.73875198627518	5.09230478348422
Q0275	4.50470140989277	4.17476473451963	4.1295762889208	4.31868737364674	5.11626423499882	5.49372073532379	5.2412424515504	4.89030034625382	4.38411070932486	5.33637599971679	5.02939740483526	4.93315702192917	4.70251608202546	4.7422312173717	4.86517541917234	4.94069968436058	5.00937802213545	4.43535193836972	4.91546361157862	4.78357622016923	4.14816542551474	4.81955809543613
Q0297	3.97398039470173	4.28432664923896	4.51920411238175	4.2700033443085	4.38049720293016	3.92984571141189	3.94740529248472	4.27638536293481	5.20889221338959	3.73001176671799	3.99120280678301	3.92422730740205	3.91430847119637	4.37311475857933	4.02806212599523	4.24318144082032	4.54227132291737	4.47168623830412	4.22675126651441	4.92317244314593	4.31237086263843	6.5074842873731
YAL001C	6.26490461657033	6.37591929591514	6.3965012598834	6.41220704256992	6.51399196728991	6.21551876883643	6.18543725311171	6.47436596095559	6.19908088675022	6.38349301143451	6.51063263860538	6.28311397935303	6.36234703863415	6.37848966859148	6.29413201078635	6.36054684019079	6.30919456135894	6.32111652108711	6.4465897869011	6.45334551913621	6.26221979910354	6.71344054525176
YAL002W	5.89455611493405	5.94192327782486	5.82130323915087	5.91874207371344	6.01446102170254	5.78600660089814	6.05888466103687	5.82434392610521	5.97593888041258	5.98185213760624	5.93171164325214	6.00559069362127	5.96537318282504	6.08484613659813	6.06151639626118	5.95780778075015	5.90305125842786	5.90666603281183	6.26800677293025	6.03352017808935	6.09172559960968	6.47709929189966
YAL003W	10.0911719878912	9.94180376583862	10.173982649655	9.99507664635742	10.1521698774431	10.3328123242879	10.0913914266443	10.1162306832779	10.3473547028117	10.0736726172435	10.0364912505061	10.2972778601302	10.0900445710297	10.1310546021301	10.2974106173967	10.0469226367956	10.2223541323213	10.1037036567253	10.2083127811071	10.1913126862671	10.1264125750098	10.4667716860061
YAL005C	9.30567389652452	9.38040183291234	9.03699513612544	9.29611497080358	8.86156694855358	8.27766599092372	8.78872102299599	9.15927153443634	8.97933839232337	9.31415552689832	9.20189419257273	9.16896940845634	9.49001273434509	9.04291395571911	9.11274663611393	9.17071198165278	9.35585117563983	9.24175790792979	9.26708001763177	9.12921256812733	8.94946855079647	9.59710279478355
YAL007C	7.75336055444179	7.79656992519748	7.72075174285709	7.90737166442847	7.75010128662234	7.8427541552222	7.88217841864383	7.83088190311504	7.87554784973389	7.7344438248307	7.74726780936121	7.94862152229993	7.81730878904182	7.71672555557739	7.95127404810609	7.84475381712985	7.80442306953359	8.09212182811369	7.80565602883257	7.80492201238349	7.72535339604602	8.33346527199893
YAL008W	6.87777025892557	6.74707373455142	6.84568566318756	7.01889132323844	6.23673089883714	6.31948109347771	6.67552964688917	6.50326220091538	6.86404647861821	6.8032706129346	6.64772021125591	6.69658419682344	6.52758773756173	6.4129764644124	6.60052860992484	6.50758061045546	6.73365935645491	6.68761368642711	6.71819438035465	6.6239418445187	6.33678489065725	6.86147624389782
YAL009W	5.8943908021538	6.14436892750706	5.99196685567606	6.43942966580298	5.99419866466349	5.98308341861503	5.86743017529303	5.91787320931927	5.64883828060712	5.93281708458755	6.32604382704092	6.27355154388497	5.94878240995262	6.26930256167737	6.163010866484	6.38775277804684	5.90193207541566	6.71838363861211	6.20209839861372	6.20184974531361	6.48351968362563	6.47951323699112
YAL010C	5.70859183854973	5.89997619630769	5.94030521745514	5.77970380519467	6.00003349797573	5.95789915093865	5.83952033182404	5.98697016441102	5.84826361725536	6.02740488124447	5.98363688273098	5.87251412707903	5.84795487515485	5.85977323879947	5.93021411797002	5.83610451811525	5.77151275053711	5.96766573861154	5.80712357034048	5.77609027369614	5.71261019795982	6.15727961763526
YAL011W	5.75703088667004	5.57932021335301	5.86159286943029	5.61753440397064	5.74338255035562	5.47333236523321	5.50752701798115	5.61263570188921	5.60934746804318	5.69447992931661	5.83734472075287	5.52134286625251	5.65601785208071	5.57669851395159	5.53432013684002	5.75138835177424	5.68055675490455	5.43518946569709	5.58506763087235	5.78819636615341	5.6939798985112	6.09209036557456
YAL012W	8.37213700029428	8.16118418558391	8.35084285270796	8.15266930275532	8.29725058862354	8.37546943369044	8.31530205626829	8.3468598355448	8.57517358021149	8.11881371476108	8.24034255639756	8.35867550840773	8.31576354169907	8.34291805378141	8.39425436404924	8.47410000307184	8.53398991624383	8.2855090084218	8.37227993912874	8.45071018857542	8.86349471915233	8.99171653778127
YAL013W	6.48571721644235	6.24369767841071	6.2703822745769	6.44162143729737	6.32904159311478	6.42416302058903	6.02940872193594	6.16474185128611	6.23859151125311	6.20012345101745	6.52661173278296	6.08025557412522	6.12638680159136	6.3160347761054	6.26311534652	6.49831898455547	6.23153551624694	6.23729506647751	6.33990769772497	6.48660952264867	6.7135108062357	6.76451357522711
YAL014C	6.9477839348466	6.7961744787154	6.78009540925295	6.82235858340849	6.8631202187322	7.21369240094915	6.8722668173697	6.96102525259959	6.94541671411442	7.12636979193653	6.9893592654128	6.95125761110583	6.87891681259279	6.97484732528213	6.94564742000625	6.8877334055772	6.9720812984919	6.99510226249791	7.02941420309384	6.94143702595793	7.03569127504564	7.2847732218521
YAL015C	6.4200723483797	6.46773203147589	6.23799971723976	6.25698318691931	6.12108299360454	6.50785301347662	6.21227497162482	6.33827817519058	6.39339057934325	6.21640066985421	6.27777557557729	6.28810651167981	6.10744144042402	6.27330061111102	6.13346318320438	6.18227198369699	6.31047928210922	6.35966097454278	6.28578461882557	6.28303204362927	6.22576588945192	6.33978955085519
YAL016W	7.70833209379184	7.89824030800261	7.6913908625355	7.88062648078444	7.87837928263357	7.55164962732885	7.82887464540286	7.97323353166404	7.66665091416406	8.00339927739352	8.04405380669007	7.99423277604673	7.8364060065223	7.88629193909759	7.73661284203151	7.71550444943165	7.71706445666165	7.88997959049466	7.92094659860534	7.81883103164217	7.74520917719888	8.18282244366658
YAL017W	6.55569464899028	6.72089626186568	6.59162038426668	6.67837837424478	6.69958136701233	6.13347969730054	6.57128265240324	6.63880563190839	6.47329950629491	6.58763048140622	6.68939953550088	6.56026786231697	6.54601345794829	6.61422709743655	6.42755205582587	6.59633128835022	6.66075249391702	6.61300241888064	6.68398503096815	6.49724506864671	6.53088977012349	7.02679151140656
YAL018C	2.79338724490357	2.93535590865637	2.13654872109517	2.17241509907065	1.40411178964992	2.60575769317071	2.24596663993208	2.34898236674289	2.48695253751721	2.20804560780113	2.34235575653921	2.18249381332765	1.45910010839006	2.66288084918248	2.42509950177428	1.92409431899819	1.60878660959716	2.52280971976728	2.34300531052145	2.26818855325169	2.00242423622396	2.21439905912428
YAL019W	6.36511754190184	6.17081788326231	6.10995318473907	6.21370886844845	6.12466830570341	6.41922341109635	6.38986923950569	6.25665045309983	6.26730574866149	6.30042742683277	6.38082893592003	6.20393969189503	6.14576862014291	6.14478601188851	6.24533398437105	6.24636656207804	6.25223852414583	6.21528014602755	6.11029289704467	6.27039548082161	6.29406479998447	6.65988161858168
YAL019W-A	2.98586563657363	2.80116211066762	3.17117412141813	2.89805275621285	2.49860475235907	2.83898727758169	3.05013575640409	2.90559125962107	3.31258314886702	2.82663441637589	3.12129795831156	2.95940400949187	2.84023906905665	3.11557786069644	2.62660773941943	2.99593726115607	2.46340299390349	2.42376550056532	2.17939542675803	3.15654414209057	3.63714487736487	2.85358476209795
YAL020C	5.717904225108	5.72445769258987	5.60572802326285	5.46812280506352	5.18038426988763	6.03897477296505	5.60402809208995	5.60656390511252	5.80339968105492	5.32451512106189	5.41438992760379	5.18301435959524	5.48098101171493	5.3530141959815	5.96303784439088	5.59979639910352	5.65592793519249	5.56833864583213	5.44725960299405	5.48415304921701	5.60815271489408	5.96232502295139
YAL021C	6.74940761157889	6.71179360112039	6.75007296689897	6.76707815417269	6.74309407136718	6.78797161038472	6.81906055532992	6.83814593520392	6.74151901249518	6.61344269496887	6.85232050345246	6.98626177770643	6.81756375994181	6.88601781369434	6.84332927677371	6.78998471040588	6.79417543428967	6.85161415658285	7.02257263526155	6.82647498666996	7.07019624429463	7.30083549434377
YAL022C	6.42523923538066	6.60174858976426	6.46094899205247	6.47127266800376	6.39050046172611	6.55679624899025	6.50753371831819	6.52279109498435	6.39868632811979	6.32412226795603	6.31589333727398	6.30112483237122	6.22535993381189	6.3277325598307	6.35015240864748	6.23440618404358	6.5476572595445	6.45610148611043	6.44678555416093	6.35792332990233	6.46600075161444	6.6749660485855
YAL023C	7.92686715079502	7.98564485024883	7.92930858276343	7.91126301641377	7.88679355436689	7.94743636331035	7.99604690410267	8.05944446679813	8.16757298336341	8.04702683021383	8.19774059101603	8.15212220517719	7.97867878326164	7.92052859337623	8.05423667351009	7.91635160615043	7.91122576242446	7.93713690959765	8.12578089635252	8.01160242267327	8.0225468632942	8.52642540155127
YAL024C	5.33017336011132	4.98982740803353	5.25155273673983	5.16274373697952	5.28957892861412	5.38039215110833	5.30380039751799	5.34570366367658	5.34465478258294	5.22587734337679	5.10869879776759	5.10690787716312	5.22675780607313	5.35799471177824	5.18342517921454	5.36982985228964	5.36953106380695	5.24674896432187	5.2934857240426	5.25418661094749	5.29364084636983	5.71293346248914
YAL025C	6.89325125272686	6.40727445416123	6.81323862702811	6.68438371280252	7.0678353836212	7.32578904410355	7.00252308537612	6.82336286063313	7.01700927809036	6.8539441526891	6.76611687071891	6.5199719367284	6.63239409588646	6.81338387956868	6.83529620765588	6.82754792086393	6.82452512737941	6.6732442822799	6.56325048315073	6.81981444703711	6.80772847434273	7.36727537061182
YAL026C	6.43312541120328	6.45943756342463	6.5491997829134	6.40553258188962	6.40885078359051	6.35690564493409	6.44531793120546	6.45571927983585	6.49015957438264	6.49014553405022	6.61807458848624	6.55438433442174	6.43506235610531	6.50080961668416	6.47588842544315	6.43295829796904	6.34555290403817	6.38059208368995	6.48967334007085	6.46655774397933	6.46658119726497	6.85255873720705
YAL026C-A	6.60683052570363	6.54062141461336	6.85981129478987	6.55219694072608	6.41127229306758	6.60580176269669	6.24144498898445	6.62037081973705	6.79166546529408	6.66808591154692	6.59294437427432	6.42239166419751	6.53884942814858	6.62655292979942	6.49661066733037	6.58274585946767	6.43816392400384	6.59405159368348	6.40105766383467	6.68904607391807	6.52916027779533	7.18623048409191
YAL027W	5.98887522429241	5.95686304659912	5.98519480536332	6.07489257318802	6.28931789256962	6.40870996343126	5.9356954590367	6.22825096688808	6.09952820802057	6.16836620874207	6.17976648820197	5.97015687300922	6.22307156296879	6.15808054151011	6.17984164807074	6.13976210128419	6.30147654633166	6.23117772012554	6.45100855530954	6.18264278571088	6.26778479557844	6.36182920855856
YAL028W	4.6343731109437	4.58868485175675	4.14039489771117	4.40263361051625	4.2954982508067	4.18037768297057	4.22399413804578	4.2337424004973	4.16822521565243	4.62027023346993	4.73174680128568	4.61906865924838	4.43480063922804	3.9571957334327	4.04865594771489	4.2439666521784	4.57796206836724	3.49287942385862	4.73214646915737	4.36118637764827	4.30812355509419	4.60074245748717
YAL029C	6.40878354537176	6.35437709244526	6.34749366688743	6.34472915481608	6.42234398492822	6.3797175706188	6.55209184479835	6.42623504777842	6.3064818015637	6.40024116064114	6.40129072145912	6.39023166093601	6.2967716255948	6.38201694785636	6.36117411269587	6.46873241618179	6.53593056326319	6.51949450299821	6.31849240305487	6.21483821444309	6.32160386942721	6.73205177260808
YAL030W	7.38674487592529	7.47327673648947	7.31303819165452	7.84354001398675	7.44221813693198	7.1870737897245	7.40260456644254	7.72029007613941	7.37303775985717	7.45674015664211	7.38161172284216	7.48995781888296	7.58660125243341	7.6459878340594	7.22138829728963	7.53906045302893	7.49961140283157	7.37950671372163	7.62618597613726	7.52876442971167	7.6621277975016	7.78474031072099
YAL031C	6.01971475513666	6.1982124319945	6.09949650942708	6.02427690227332	5.94251026868552	5.96119239244181	5.89769889159014	5.97685439327066	6.21523158121336	5.95075352472814	6.00692710921219	6.12191989467857	5.84981770312213	6.00553022928407	5.9639678345496	5.95114020404888	5.78619049760997	5.98175324316748	6.04027885255692	5.98239804226247	6.00128124532241	6.3493155557522
YAL032C	5.96494817672285	5.98586608617129	6.09715591260297	5.89346709683778	5.84175463202535	6.12718420088463	5.65093488237916	5.77082380517655	6.1331254597034	6.18939848073726	6.22697728903957	5.78789656688049	5.69800690371584	5.77000617258669	5.95119474990081	6.09756103086649	5.81332603732103	5.91167817843837	6.02185485610727	5.97856926026538	5.98338679546845	6.39383443267455
YAL033W	6.1700992028701	6.01804240163542	6.11329228389486	6.14982949664068	6.45371018698911	6.84749990830949	6.61622880156868	6.36473720627314	6.35184905232911	6.15663317908847	6.15222586332026	6.28311106830902	6.31162069114358	6.14794502658984	6.57336061124335	6.44318359665401	6.75753677529473	6.07907923266218	6.51257900777401	6.54802493402288	6.4076077814652	6.61755722630554
YAL034C	5.95796356137325	6.3830288502471	6.00346453473647	5.79170730585739	5.84144107396846	5.35154941002473	5.42464436432732	5.65992771763363	5.93296277525416	5.99956343545384	6.02823701744034	6.00459550679859	5.77672905995541	5.74200985318754	5.84842563798642	5.94702470550719	5.89769835385898	5.51534626478118	5.93502536047519	5.95760910537786	5.91918257056819	6.3618203909555
YAL034W-A	5.8830636993562	5.45341584983325	5.9692636480184	5.97211092843713	5.88762728465403	5.65418754032519	5.61565678606445	5.85383739291873	5.9173196103347	5.82353848853563	6.17054413039082	5.84616955454546	5.75524122020133	5.78715259593948	5.96855919080198	6.14853726858913	5.91240697109195	6.10913634513103	5.74317885846401	5.910999624123	6.14441322659892	6.30377683413672
YAL035W	8.11803999773177	7.96293292297791	8.01800369754521	8.18523831936929	8.29943284107014	8.23310346191607	8.14777116941976	8.21354464886624	8.01223372340194	8.15317015064596	8.20602743361938	8.11278009814459	8.04928039557953	8.18690295654891	8.0442634676204	8.11714708834561	8.06184569605327	8.07878098996421	8.07190460334662	8.13773603733489	8.21021625443498	8.42076537741612
YAL036C	7.57234957727932	7.20182477541855	7.36740813301383	7.40773654274188	7.35798737906218	7.56365092938631	7.61602012736228	7.36943050334735	7.34778313012713	7.29788611001531	7.24731406861481	7.30121405907513	7.29356749622926	7.37887705640236	7.42498177918782	7.43383417239215	7.38925901504908	7.53389345320541	7.22266247673821	7.24227364375994	7.52576674255621	7.786673404067
YAL037C-B	2.06392507945219	2.52195124490108	2.38162540363001	2.2520602588542	2.61919745583587	2.34263696188756	2.39463741575375	1.96305124518393	2.18171369247763	2.18293685247781	2.22116640999719	2.63257612038436	1.74882249602377	2.5019888312937	2.25878619771715	2.24849586876507	2.02720853903068	2.04786418160229	2.05741776569142	2.20060767883978	1.93387057005582	2.10270037994724
YAL037W	5.3912776764574	5.25699430426024	4.89470250366048	5.15392363739167	5.4274040223553	5.45942654038867	5.45401524599702	5.48838622097229	5.08010505516225	4.83963484682945	4.76788580387521	5.2183363618349	5.26080560495353	5.42579102628736	5.23486436914616	5.24992739069324	5.12685845845819	5.17927836242239	5.17346064061295	4.97360636677901	5.49419663145618	5.20624613066802
YAL038W	11.4815081186544	11.4283600598647	11.4283600598648	11.4558224156632	11.4019676409993	11.2289472726928	11.4854632355375	11.3987192399905	11.3987192399904	11.3739258533447	11.3742665924712	11.5102566221831	11.2676338340878	11.3755289838869	11.4035666732192	11.5432999103411	11.5736184565045	11.5102566221832	11.4307161445281	11.3223809250973	11.5964479691308	11.8994836512989
YAL039C	7.53764547484885	7.47981336336703	7.6790467464792	7.66442132411443	7.58503257303918	7.75172612250024	7.46672069907521	7.76459968179309	7.79346886389152	7.29423748882398	7.45187553497136	7.4531326563352	7.21050512009088	7.81262678988665	7.91222477092844	7.79267193618914	7.89580721425478	7.40412084431143	7.9137722892962	7.89519097277755	8.00317126044497	7.9034312819805
YAL040C	6.25829456261449	6.58240802175659	6.44596377751744	6.36694819314337	6.16078173657758	6.02868288053153	6.43717705790244	6.51296686880264	6.12916142689028	6.41921051379664	6.42215758159328	6.73852815651359	6.37132951323395	6.34321628877287	6.32042321370528	6.47605536307059	6.27381535123031	6.34693253137562	6.65307384419531	6.53211589627596	6.45516060217947	6.9462664187007
YAL041W	6.3606510341109	6.38369766596916	6.366731901567	6.2400341338647	6.41942427446726	6.47901254120818	6.41969322962811	6.45853317676601	6.32042489618681	6.51649709771269	6.40898690954259	6.57119262810678	6.35525938418261	6.42963329256438	6.35640021841749	6.38520524718431	6.47747158594817	6.28855875350638	6.49360573279984	6.4263251321491	6.51375708153958	6.83393643565829
YAL042W	7.54406891968497	7.48976984384715	7.66550642410634	7.57666127230905	7.20143009967921	7.57387145457669	7.51868687484519	7.24230487719933	7.64278310565853	7.27870210659841	7.41276948116777	7.310188162843	7.53097679117166	7.23126856455217	7.59331518161163	7.64373732734042	7.51428487632042	7.44503547570685	7.36289843210401	7.3890389395713	7.6460974341787	7.98543069838965
YAL043C	6.18089073858702	6.31745259566472	6.3421956365646	6.17250376536902	6.19702462395445	6.29354119216373	6.2764946092925	6.08247953228183	6.33294324538126	6.25472306343528	6.45559344697829	6.34289638389252	6.03744852611985	6.09571183241516	6.31282804749066	6.2572243456142	6.20403257850852	6.12490152754802	6.17466114016084	6.14652257461043	6.32985201495855	6.63284462313756
YAL044C	9.02436470476656	8.93343527310007	8.91609741521739	8.68679901072764	9.00864003967457	9.26417815961899	8.71853882950948	9.05076134763792	9.09519249623502	9.16152146435001	9.21610372896223	8.90944726797161	8.57214073940784	8.91527129196549	9.42594429258708	9.05533428753074	9.29236755129121	8.95897570483155	9.10192296315573	9.30494375296048	9.22844554644132	9.51208073708085
YAL044W-A	7.24240078537333	7.21686850664363	7.13631345632098	7.51668581084939	7.50587682707723	7.46769734980543	7.45991422754718	7.58486492148788	7.32789490543541	7.18214314627411	7.22038046639683	7.37741883692512	7.25071809875515	7.26753805337705	7.34205216140553	7.4078415282153	7.42960268702801	7.06876629631384	7.5044806281485	7.15320247211019	7.39319511285353	7.38311780516965
